127.0.0.1 - - [17/Jan/2017:10:01:31 +0900] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [17/Jan/2017:11:15:42 +0900] "GET /chap03_ActionTag/actionTag/example/images/im1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2017:11:15:42 +0900] "GET /chap03_ActionTag/actionTag/example/images/im2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2017:11:15:42 +0900] "GET /chap03_ActionTag/actionTag/example/images/im3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2017:11:16:04 +0900] "GET /chap03_ActionTag/actionTag/example/index.jsp?page=gallery02 HTTP/1.1" 200 2569
0:0:0:0:0:0:0:1 - - [17/Jan/2017:11:16:04 +0900] "GET /chap03_ActionTag/actionTag/example/images/im4.jpg HTTP/1.1" 200 33793
0:0:0:0:0:0:0:1 - - [17/Jan/2017:11:16:04 +0900] "GET /chap03_ActionTag/actionTag/example/images/im5.jpg HTTP/1.1" 200 32141
0:0:0:0:0:0:0:1 - - [17/Jan/2017:11:16:04 +0900] "GET /chap03_ActionTag/actionTag/example/images/im6.jpg HTTP/1.1" 200 35944
0:0:0:0:0:0:0:1 - - [17/Jan/2017:11:16:05 +0900] "GET /chap03_ActionTag/actionTag/example/index.jsp?page=gallery03 HTTP/1.1" 200 2569
0:0:0:0:0:0:0:1 - - [17/Jan/2017:11:16:05 +0900] "GET /chap03_ActionTag/actionTag/example/images/im8.jpg HTTP/1.1" 200 29258
0:0:0:0:0:0:0:1 - - [17/Jan/2017:11:16:05 +0900] "GET /chap03_ActionTag/actionTag/example/images/im7.jpg HTTP/1.1" 200 36526
0:0:0:0:0:0:0:1 - - [17/Jan/2017:11:16:05 +0900] "GET /chap03_ActionTag/actionTag/example/images/im9.jpg HTTP/1.1" 200 25777
0:0:0:0:0:0:0:1 - - [17/Jan/2017:11:16:06 +0900] "GET /chap03_ActionTag/actionTag/example/index.jsp?page=gallery02 HTTP/1.1" 200 2569
0:0:0:0:0:0:0:1 - - [17/Jan/2017:11:16:07 +0900] "GET /chap03_ActionTag/actionTag/example/index.jsp?page=gallery01 HTTP/1.1" 200 2569
0:0:0:0:0:0:0:1 - - [17/Jan/2017:11:17:38 +0900] "GET /chap03_ActionTag/actionTag/example/index.jsp?page=gallery02 HTTP/1.1" 200 2569
0:0:0:0:0:0:0:1 - - [17/Jan/2017:11:17:39 +0900] "GET /chap03_ActionTag/actionTag/example/index.jsp?page=gallery03 HTTP/1.1" 200 2569
0:0:0:0:0:0:0:1 - - [17/Jan/2017:11:19:50 +0900] "GET /chap03_ActionTag/actionTag/example/index.jsp HTTP/1.1" 200 2569
0:0:0:0:0:0:0:1 - - [17/Jan/2017:11:19:50 +0900] "GET /chap03_ActionTag/actionTag/example/images/im1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2017:11:19:50 +0900] "GET /chap03_ActionTag/actionTag/example/images/im2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2017:11:19:50 +0900] "GET /chap03_ActionTag/actionTag/example/images/im3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2017:11:19:53 +0900] "GET /chap03_ActionTag/actionTag/example/index.jsp?page=gallery01 HTTP/1.1" 200 2569
0:0:0:0:0:0:0:1 - - [17/Jan/2017:11:19:54 +0900] "GET /chap03_ActionTag/actionTag/example/index.jsp?page=gallery02 HTTP/1.1" 200 2569
0:0:0:0:0:0:0:1 - - [17/Jan/2017:11:19:54 +0900] "GET /chap03_ActionTag/actionTag/example/images/im4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2017:11:19:54 +0900] "GET /chap03_ActionTag/actionTag/example/images/im5.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2017:11:19:54 +0900] "GET /chap03_ActionTag/actionTag/example/images/im6.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2017:11:19:55 +0900] "GET /chap03_ActionTag/actionTag/example/index.jsp?page=gallery03 HTTP/1.1" 200 2569
0:0:0:0:0:0:0:1 - - [17/Jan/2017:11:19:55 +0900] "GET /chap03_ActionTag/actionTag/example/images/im7.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2017:11:19:55 +0900] "GET /chap03_ActionTag/actionTag/example/images/im8.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2017:11:19:55 +0900] "GET /chap03_ActionTag/actionTag/example/images/im9.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Jan/2017:11:19:57 +0900] "GET /chap03_ActionTag/actionTag/example/index.jsp?page=gallery02 HTTP/1.1" 200 2569
0:0:0:0:0:0:0:1 - - [17/Jan/2017:11:19:59 +0900] "GET /chap03_ActionTag/actionTag/example/index.jsp?page=gallery03 HTTP/1.1" 200 2569
0:0:0:0:0:0:0:1 - - [17/Jan/2017:11:19:59 +0900] "GET /chap03_ActionTag/actionTag/example/index.jsp?page=gallery01 HTTP/1.1" 200 2569
0:0:0:0:0:0:0:1 - - [17/Jan/2017:11:20:01 +0900] "GET /chap03_ActionTag/actionTag/example/index.jsp?page=gallery02 HTTP/1.1" 200 2569
0:0:0:0:0:0:0:1 - - [17/Jan/2017:11:20:02 +0900] "GET /chap03_ActionTag/actionTag/example/index.jsp?page=gallery03 HTTP/1.1" 200 2569
